เดือน,จังหวัด, อัตราการเข้าพักปี 2567 , อัตราการเข้าพักปี 2566 ,%การเปลี่ยนแปลง, จำนวนผู้เข้าพักปี 2567 (คน)  , จำนวนผู้เข้าพักปี 2566 (คน) ,%การเปลี่ยนแปลง, จำนวนผู้เยี่ยมเยือนทั้งหมดปี 2567 (คน) , จำนวนผู้เยี่ยมเยือนทั้งหมดปี 2566 (คน) ,%การเปลี่ยนแปลง, จำนวนผู้เยี่ยมเยือนคนไทยปี 2567 (คน) , จำนวนผู้เยี่ยมเยือนคนไทยปี 2566 (คน) ,%การเปลี่ยนแปลง, จำนวนผู้เยี่ยมเยือนชาวต่างชาติปี 2567 (คน) , จำนวนผู้เยี่ยมเยือนชาวต่างชาติปี 2566 (คน) ,%การเปลี่ยนแปลง, รายได้จากผู้เยี่ยมเยือนปี 2567 (ล้านบาท) , รายได้จากผู้เยี่ยมเยือนปี 2566 (ล้านบาท) ,%การเปลี่ยนแปลง, รายได้จากผู้เยี่ยมเยือนคนไทยปี 2567 (ล้านบาท) , รายได้จากผู้เยี่ยมเยือนคนไทยปี 2566 (ล้านบาท) ,%การเปลี่ยนแปลง, รายได้จากผู้เยี่ยมเยือนชาวต่างชาติปี 2567 (ล้านบาท) , รายได้จากผู้เยี่ยมเยือนชาวต่างชาติปี 2566 (ล้านบาท) ,%การเปลี่ยนแปลง,จำนวนอุทยานแห่งชาติ,จำนวนสถานที่ท่องเที่ยว
สิงหาคม,สตูล,68.23,61.59,6.64,93611,85367,9.66,204937,175749,16.61,169581,160361,5.75,35356,15388,129.76,1071.90,836.65,28.12,927.93,764.16,21.43,143.97,72.49,98.61,0,59
สิงหาคม,เชียงราย,58.21,61.36,-3.15,290790,331636,-12.32,385915,418803,-7.85,313270,366369,-14.49,72645,52434,38.55,3242.65,3151.13,2.90,2427.16,2584.14,-6.07,815.49,566.99,43.83,0,106
สิงหาคม,เชียงใหม่,70.54,67.58,2.96,543654,620150,-12.34,741983,756501,-1.92,488179,527346,-7.43,253804,229155,10.76,6986.31,7269.44,-3.89,3955.30,4512.42,-12.35,3031.01,2757.02,9.94,0,159
สิงหาคม,น่าน,55.16,61.47,-6.31,69130,75256,-8.14,97249,104768,-7.18,95806,103498,-7.43,1443,1270,13.62,284.67,288.52,-1.33,277.12,282.01,-1.73,7.55,6.51,15.98,0,66
สิงหาคม,พะเยา,44.93,53.65,-8.72,33678,37204,-9.48,64870,70455,-7.93,62702,68164,-8.01,2168,2291,-5.37,155.52,166.34,-6.50,148.02,160.07,-7.53,7.50,6.27,19.62,0,46
สิงหาคม,แพร่,51.28,58.41,-7.13,41916,44424,-5.65,91454,101801,-10.16,90218,100686,-10.40,1236,1115,10.85,230.31,239.47,-3.83,226.50,236.62,-4.28,3.81,2.85,33.68,0,67
สิงหาคม,แม่ฮ่องสอน,49.76,47.79,1.97,85845,88333,-2.82,91744,95004,-3.43,70663,75457,-6.35,21081,19547,7.85,493.83,489.52,0.88,335.14,358.96,-6.64,158.69,130.56,21.55,0,73
สิงหาคม,ลำปาง,52.08,50.80,1.28,50966,57197,-10.89,120495,126327,-4.62,113149,119877,-5.61,7346,6450,13.89,410.46,410.30,0.04,374.31,381.19,-1.80,36.15,29.11,24.18,0,61
สิงหาคม,ลำพูน,50.44,48.84,1.60,20354,25667,-20.70,105172,107819,-2.46,99723,103190,-3.36,5449,4629,17.71,157.66,154.79,1.85,144.18,143.50,0.47,13.48,11.29,19.40,0,63
สิงหาคม,กำแพงเพชร,35.71,32.84,2.87,30894,29202,5.79,67330,62701,7.38,65258,60954,7.06,2072,1747,18.60,146.65,131.92,11.17,141.64,128.15,10.53,5.01,3.77,32.89,0,35
สิงหาคม,ตาก,63.22,58.23,4.99,127093,129864,-2.13,173487,168138,3.18,170045,164866,3.14,3442,3272,5.20,622.16,560.74,10.95,604.38,547.09,10.47,17.78,13.65,30.26,0,75
สิงหาคม,นครสวรรค์,51.75,49.52,2.23,84311,84298,0.02,187218,177853,5.27,185460,176743,4.93,1758,1110,58.38,549.69,519.78,5.75,543.29,517.11,5.06,6.40,2.67,139.70,0,64
สิงหาคม,พิจิตร,48.21,47.65,0.56,29714,28633,3.78,67550,62862,7.46,67337,62741,7.33,213,121,76.03,135.49,116.63,16.17,134.93,116.41,15.91,0.56,0.22,154.55,0,43
สิงหาคม,พิษณุโลก,52.13,47.93,4.20,130297,129516,0.60,241694,231729,4.30,230101,222298,3.51,11593,9431,22.92,717.03,640.20,12.00,677.46,608.14,11.40,39.57,32.06,23.42,0,41
สิงหาคม,เพชรบูรณ์,41.37,43.28,-1.91,144487,160179,-9.80,179172,190456,-5.92,176048,187676,-6.20,3124,2780,12.37,647.20,670.86,-3.53,633.50,659.59,-3.96,13.70,11.27,21.56,0,66
สิงหาคม,สุโขทัย,35.40,32.80,2.60,44954,47407,-5.17,95915,98152,-2.28,67412,77122,-12.59,28503,21030,35.53,271.69,249.47,8.91,176.00,187.38,-6.07,95.69,62.09,54.11,0,49
สิงหาคม,อุตรดิตถ์,45.64,42.80,2.84,45757,43840,4.37,82374,81009,1.68,81936,80594,1.67,438,415,5.54,186.81,171.33,9.04,185.53,170.61,8.75,1.28,0.72,77.78,0,48
สิงหาคม,อุทัยธานี,52.16,47.16,5.00,28146,28715,-1.98,86984,80653,7.85,86763,80541,7.73,221,112,97.32,150.93,133.68,12.90,150.39,133.45,12.69,0.54,0.23,134.78,0,48
สิงหาคม,กาฬสินธุ์,52.60,49.20,3.40,24748,23693,4.45,240026,64111,274.39,236411,62415,278.77,3615,1696,113.15,333.17,99.31,235.48,323.91,94.89,241.35,9.26,4.42,109.50,0,29
สิงหาคม,ขอนแก่น,57.37,53.81,3.56,154991,171670,-9.72,333601,311011,7.26,324216,304355,6.53,9385,6656,41.00,1299.60,1059.91,22.61,1270.69,1040.44,22.13,28.91,19.47,48.48,0,52
สิงหาคม,นครพนม,69.89,78.04,-8.15,63368,70196,-9.73,178483,177893,0.33,164172,168769,-2.72,14311,9124,56.85,334.51,334.98,-0.14,300.46,316.94,-5.20,34.05,18.04,88.75,0,39
สิงหาคม,บึงกาฬ,53.72,51.30,2.42,32512,33387,-2.62,76821,73874,3.99,73857,71439,3.38,2964,2435,21.72,139.36,136.74,1.92,133.82,131.15,2.04,5.54,5.59,-0.89,0,29
สิงหาคม,มหาสารคาม,48.57,48.08,0.49,24262,26212,-7.44,45146,44816,0.74,44146,43971,0.40,1000,845,18.34,82.00,79.31,3.39,79.47,76.72,3.58,2.53,2.59,-2.32,0,29
สิงหาคม,เลย,63.30,69.31,-6.01,103353,131637,-21.49,161666,216996,-25.50,157983,214353,-26.30,3683,2643,39.35,390.74,496.85,-21.36,379.44,486.94,-22.08,11.30,9.91,14.03,0,63
สิงหาคม,สกลนคร,48.45,43.48,4.97,49207,46982,4.74,135608,117709,15.21,133805,115811,15.54,1803,1898,-5.01,232.94,196.53,18.53,228.57,190.66,19.88,4.37,5.87,-25.55,0,45
สิงหาคม,หนองคาย,64.36,62.69,1.67,85924,84634,1.52,300325,245072,22.55,193907,182161,6.45,106418,62911,69.16,782.97,506.05,54.72,528.28,372.46,41.84,254.69,133.59,90.65,0,30
สิงหาคม,หนองบัวลำภู,40.78,39.71,1.07,8379,8844,-5.26,27744,24241,14.45,27474,23980,14.57,270,261,3.45,37.65,31.02,21.37,37.35,30.51,22.42,0.30,0.51,-41.18,0,29
สิงหาคม,อุดรธานี,67.57,62.30,5.27,142506,150267,-5.16,405016,339484,19.30,317552,265982,19.39,87464,73502,19.00,1160.65,913.91,27.00,857.40,712.89,20.27,303.25,201.02,50.86,0,32
สิงหาคม,ชัยภูมิ,68.83,69.34,-0.51,79043,77912,1.45,182185,125163,45.56,181233,124629,45.42,952,534,78.28,357.28,203.95,75.18,354.83,202.50,75.22,2.45,1.45,68.97,0,47
สิงหาคม,นครราชสีมา,71.44,71.78,-0.34,423290,430654,-1.71,723301,713137,1.43,693004,697262,-0.61,30297,15875,90.85,1867.69,1717.85,8.72,1763.51,1664.88,5.92,104.18,52.97,96.68,1,97
สิงหาคม,บุรีรัมย์,73.21,70.78,2.43,148468,134651,10.26,318860,262313,21.56,313411,259159,20.93,5449,3154,72.76,863.12,655.20,31.73,846.61,644.19,31.42,16.51,11.01,49.95,1,41
สิงหาคม,มุกดาหาร,44.21,37.85,6.36,32608,31635,3.08,129325,125244,3.26,115674,115490,0.16,13651,9754,39.95,262.39,224.49,16.88,231.49,201.54,14.86,30.90,22.95,34.64,0,44
สิงหาคม,ยโสธร,44.77,44.30,0.47,10818,11996,-9.82,48718,49046,-0.67,48457,48643,-0.38,261,403,-35.24,78.06,76.62,1.88,77.59,75.76,2.42,0.47,0.86,-45.35,0,22
สิงหาคม,ร้อยเอ็ด,53.29,41.69,11.60,29734,28023,6.11,87247,60809,43.48,86075,59771,44.01,1172,1038,12.91,141.44,103.28,36.95,138.36,101.11,36.84,3.08,2.17,41.94,0,37
สิงหาคม,ศรีษะเกษ,51.43,50.12,1.31,29694,31368,-5.34,100707,91096,10.55,100118,90696,10.39,589,400,47.25,158.60,148.84,6.56,156.84,147.67,6.21,1.76,1.17,50.43,0,38
สิงหาคม,สุรินทร์,48.96,47.67,1.29,63659,63306,0.56,94684,88837,6.58,91740,86323,6.28,2944,2514,17.10,183.11,203.72,-10.12,176.14,195.00,-9.67,6.97,8.72,-20.07,0,36
สิงหาคม,อำนาจเจริญ,34.61,33.80,0.81,5799,5884,-1.44,21325,21491,-0.77,20685,21004,-1.52,640,487,31.42,35.78,27.35,30.82,34.61,26.44,30.90,1.17,0.91,28.57,0,24
สิงหาคม,อุบลราชธานี,58.48,53.01,5.47,106282,100181,6.09,270252,259307,4.22,266628,256163,4.09,3624,3144,15.27,725.70,639.74,13.44,717.19,631.76,13.52,8.51,7.98,6.64,0,55
กันยายน,กรุงเทพมหานคร,75.44,73.34,2.10,2652926,2558252,3.70,4675374,4706781,-0.67,2540470,2744885,-7.45,2134904,1961896,8.82,73474.66,71819.32,2.30,23238.91,24644.66,-5.70,50235.75,47174.66,6.49,0,177
กันยายน,กาญจนบุรี,72.50,59.56,12.94,300852,258144,16.54,1316944,1109171,18.73,1282230,1084997,18.18,34714,24174,43.60,3035.09,2603.71,16.57,2895.87,2505.98,15.56,139.22,97.73,42.45,6,95
กันยายน,นครปฐม,61.22,48.32,12.90,85665,71749,19.40,514962,346860,48.46,507859,340350,49.22,7103,6510,9.11,766.07,508.44,50.67,747.59,495.38,50.91,18.48,13.06,41.50,0,66
กันยายน,ประจวบศิรีขันธ์,59.81,59.64,0.17,393538,387926,1.45,824250,775114,6.34,761831,732523,4.00,62419,42591,46.55,3621.56,3140.81,15.31,2933.99,2695.08,8.86,687.57,445.73,54.26,4,64
กันยายน,เพชรบุรี,58.23,61.00,-2.77,270787,292347,-7.37,753861,770325,-2.14,734972,752449,-2.32,18889,17876,5.67,2434.71,2621.63,-7.13,2255.43,2475.78,-8.90,179.28,145.85,22.92,1,58
กันยายน,ราชบุรี,55.79,50.45,5.34,76738,78376,-2.09,221087,192604,14.79,208588,183009,13.98,12499,9595,30.27,410.99,365.61,12.41,380.10,340.81,11.53,30.89,24.80,24.56,1,71
กันยายน,สมุทรปราการ,47.19,48.85,-1.66,77951,97428,-19.99,270520,266343,1.57,188246,203693,-7.58,82274,62650,31.32,574.63,560.20,2.58,386.13,362.93,6.39,188.50,197.27,-4.45,0,41
กันยายน,สมุทรสงคราม,58.79,52.53,6.26,64374,61128,5.31,515362,394761,30.55,503250,383095,31.36,12112,11666,3.82,686.92,551.06,24.65,669.85,532.70,25.75,17.07,18.36,-7.03,0,39
กันยายน,สมุทรสาคร,43.20,41.03,2.17,30540,28777,6.13,106467,99261,7.26,105718,98527,7.30,749,734,2.04,189.83,168.74,12.50,187.88,167.19,12.38,1.95,1.55,25.81,0,36
กันยายน,ชัยนาท,51.98,46.80,5.18,19738,19353,1.99,100169,90676,10.47,99446,90062,10.42,723,614,17.75,167.87,148.57,12.99,166.73,147.52,13.02,1.14,1.05,8.57,0,36
กันยายน,นนทบุรี,57.11,53.68,3.43,84143,88071,-4.46,320794,309839,3.54,301419,295780,1.91,19375,14059,37.81,519.36,520.30,-0.18,471.29,480.76,-1.97,48.07,39.54,21.57,0,76
กันยายน,ปทุมธานี,49.60,45.88,3.72,42124,61201,-31.17,290806,244197,19.09,253025,214372,18.03,37781,29825,26.68,470.91,380.57,23.74,398.84,320.48,24.45,72.07,60.09,19.94,0,57
กันยายน,พระนครศรีอยุธยา,56.01,55.69,0.32,78423,77422,1.29,840236,850028,-1.15,712516,738592,-3.53,127720,111436,14.61,1904.36,1828.65,4.14,1585.90,1559.75,1.68,318.46,268.90,18.43,0,84
กันยายน,ลพบุรี,46.22,48.04,-1.82,57374,57115,0.45,335268,329658,1.70,331195,328119,0.94,4073,1539,164.65,520.22,497.67,4.53,510.72,494.17,3.35,9.50,3.50,171.43,0,47
กันยายน,สระบุรี,52.25,51.94,0.31,77376,74482,3.89,357551,352873,1.33,351271,350010,0.36,6280,2863,119.35,633.68,580.27,9.20,622.60,574.64,8.35,11.08,5.63,96.80,2,50
กันยายน,สิงห์บุรี,52.32,52.71,-0.39,16510,17446,-5.37,70201,66778,5.13,69735,66397,5.03,466,381,22.31,134.24,99.42,35.02,133.26,98.71,35.00,0.98,0.71,38.03,0,36
กันยายน,สุพรรณบุรี,54.30,47.84,6.46,67387,64651,4.23,522155,380926,37.08,517730,376564,37.49,4425,4362,1.44,1047.43,780.68,34.17,1040.47,767.32,35.60,6.96,13.36,-47.90,1,62
กันยายน,อ่างทอง,48.05,50.37,-2.32,12770,12309,3.75,93707,91600,2.30,92569,90688,2.07,1138,912,24.78,136.80,125.84,8.71,135.11,124.61,8.43,1.69,1.23,37.40,0,58
กันยายน,จันทบุรี,51.46,49.96,1.50,87851,93143,-5.68,346931,330182,5.07,344520,328586,4.85,2411,1596,51.07,1296.63,1201.45,7.92,1282.11,1193.94,7.38,14.52,7.51,93.34,3,53
กันยายน,ฉะเชิงเทรา,40.29,41.35,-1.06,27853,31135,-10.54,463273,484120,-4.31,459436,482268,-4.73,3837,1852,107.18,613.60,639.84,-4.10,607.58,635.15,-4.34,6.02,4.69,28.36,0,48
กันยายน,ชลบุรี,82.04,77.27,4.77,1319577,1207444,9.29,2332386,1913433,21.90,1321227,974054,35.64,1011159,939379,7.64,24641.01,22911.34,7.55,7715.95,5667.97,36.13,16925.06,17243.37,-1.85,0,103
กันยายน,ตราด,44.07,42.80,1.27,111710,109108,2.38,137732,137437,0.21,107886,109895,-1.83,29846,27542,8.37,1143.36,1102.54,3.70,708.31,695.36,1.86,435.05,407.18,6.84,3,60
กันยายน,นครนายก,57.32,58.27,-0.95,88490,95911,-7.74,167040,156288,6.88,165507,155253,6.60,1533,1035,48.12,467.59,410.87,13.80,461.18,407.26,13.24,6.41,3.61,77.56,0,53
กันยายน,ปราจีนบุรี,47.91,42.60,5.31,57033,55690,2.41,111962,100235,11.70,107914,99583,8.37,4048,652,520.86,325.17,277.77,17.06,308.73,275.28,12.15,16.44,2.49,560.24,1,39
กันยายน,ระยอง,72.29,70.33,1.96,249347,253640,-1.69,460815,401371,14.81,351877,336874,4.45,108938,64497,68.90,2380.11,1871.40,27.18,1484.00,1415.12,4.87,896.11,456.28,96.39,0,77
กันยายน,สระแก้ว,45.68,47.63,-1.95,37663,42136,-10.62,107709,118307,-8.96,105037,107322,-2.13,2672,10985,-75.68,338.62,361.18,-6.25,329.86,333.42,-1.07,8.76,27.76,-68.44,0,54
กันยายน,กระบี่,64.62,58.93,5.69,140197,239269,-41.41,429941,329303,30.56,169985,167400,1.54,259956,161903,60.56,6225.00,5718.37,8.86,1988.47,2064.79,-3.70,4236.53,3653.58,15.96,1,61
กันยายน,ชุมพร,56.71,55.98,0.73,90697,91797,-1.20,127052,133275,-4.67,124383,131168,-5.17,2669,2107,26.67,499.02,499.97,-0.19,482.96,490.32,-1.50,16.06,9.65,66.42,1,79
กันยายน,นครศรีธรรมราช,68.05,71.96,-3.91,190398,202901,-6.16,358390,374746,-4.36,353278,370334,-4.61,5112,4412,15.87,1222.09,1275.29,-4.17,1197.33,1252.33,-4.39,24.76,22.96,7.84,1,79
กันยายน,พังงา,73.45,50.01,23.44,73039,85842,-14.91,298157,222653,33.91,92839,85323,8.81,205318,137330,49.51,3598.37,2821.67,27.53,631.14,555.81,13.55,2967.23,2265.86,30.95,3,63
กันยายน,ภูเก็ต,74.78,66.78,8.00,728820,818346,-10.94,937730,897402,4.49,215704,267330,-19.31,722026,630072,14.59,37892.82,34349.06,10.32,3051.78,3316.68,-7.99,34841.04,31032.38,12.27,0,78
กันยายน,ระนอง,53.44,50.50,2.94,37397,52580,-28.88,56490,71089,-20.54,53831,68894,-21.86,2659,2195,21.14,237.33,264.10,-10.14,208.34,253.17,-17.71,28.99,10.93,165.23,4,58
กันยายน,สุราษฎร์ธานี,73.66,70.47,3.19,462528,429973,7.57,747327,610822,22.35,380459,359948,5.70,366868,250874,46.24,8698.80,7856.80,10.72,2929.96,2729.37,7.35,5768.84,5127.43,12.51,4,80
กันยายน,ตรัง,55.45,44.26,11.19,58856,55965,5.17,119761,98518,21.56,112569,95352,18.06,7192,3166,127.16,750.21,535.14,40.19,664.32,511.84,29.79,85.89,23.30,268.63,0,49
กันยายน,นราธิวาส,65.19,60.92,4.27,37789,40517,-6.73,79407,62197,27.67,32869,30006,9.54,46538,32191,44.57,440.19,288.64,52.50,198.32,121.01,63.89,241.87,167.63,44.29,0,33
กันยายน,ปัตตานี,58.41,55.61,2.80,18342,22816,-19.61,49710,47557,4.53,34849,33302,4.65,14861,14255,4.25,194.99,144.47,34.97,112.30,109.01,3.02,82.69,35.46,133.19,0,46
กันยายน,พัทลุง,60.96,63.75,-2.79,41409,45587,-9.16,136978,97466,40.54,129466,95268,35.90,7512,2198,241.77,331.99,233.41,42.23,302.71,227.55,33.03,29.28,5.86,399.66,0,33
กันยายน,ยะลา,80.65,73.36,7.29,84907,79674,6.57,162024,143953,12.55,85899,86915,-1.17,76125,57038,33.46,638.41,501.47,27.31,256.45,242.24,5.87,381.96,259.23,47.34,0,36
กันยายน,สงขลา,74.44,73.29,1.15,253630,316172,-19.78,552106,433738,27.29,227034,248783,-8.74,325072,184955,75.76,4258.11,3542.29,20.21,1701.44,1800.30,-5.49,2556.67,1741.99,46.77,0,62
กันยายน,สตูล,63.08,59.09,3.99,81126,82240,-1.35,179283,169951,5.49,145913,151661,-3.79,33370,18290,82.45,951.82,808.85,17.68,815.98,722.69,12.91,135.84,86.16,57.66,0,59
กันยายน,เชียงราย,42.91,65.89,-22.98,240337,354475,-32.20,307851,445490,-30.90,257687,398995,-35.42,50164,46495,7.89,2658.53,3317.02,-19.85,2091.69,2814.25,-25.68,566.84,502.77,12.74,0,106
กันยายน,เชียงใหม่,60.60,66.13,-5.53,489615,597932,-18.12,680431,726317,-6.32,438162,488935,-10.38,242269,237382,2.06,6045.60,7039.76,-14.12,3515.74,4183.76,-15.97,2529.86,2856.00,-11.42,0,159
กันยายน,น่าน,59.83,67.59,-7.76,73168,81542,-10.27,99179,113496,-12.61,97819,112018,-12.68,1360,1478,-7.98,273.80,312.79,-12.47,267.06,305.21,-12.50,6.74,7.58,-11.08,0,66
กันยายน,พะเยา,43.54,59.14,-15.60,33165,39532,-16.11,59139,74939,-21.08,57032,72318,-21.14,2107,2621,-19.61,145.17,177.00,-17.98,137.93,169.84,-18.79,7.24,7.16,1.12,0,46
กันยายน,แพร่,50.71,63.83,-13.12,41641,46979,-11.36,85869,107687,-20.26,84681,106341,-20.37,1188,1346,-11.74,206.76,253.37,-18.40,203.33,249.93,-18.65,3.43,3.44,-0.29,0,67
กันยายน,แม่ฮ่องสอน,50.32,44.68,5.64,85011,80004,6.26,90502,86046,5.18,71565,68288,4.80,18937,17758,6.64,473.61,443.56,6.77,337.21,324.86,3.80,136.40,118.70,14.91,0,73
กันยายน,ลำปาง,50.23,51.52,-1.29,50229,55751,-9.90,114508,123058,-6.95,107784,118289,-8.88,6724,4769,40.99,381.11,397.65,-4.16,348.04,376.13,-7.47,33.07,21.52,53.67,0,61
กันยายน,ลำพูน,45.09,51.64,-6.55,19524,26370,-25.96,93683,111222,-15.77,89034,107081,-16.85,4649,4141,12.27,130.41,159.04,-18.00,119.53,148.92,-19.74,10.88,10.12,7.51,0,63
กันยายน,กำแพงเพชร,34.50,34.71,-0.21,30190,29867,1.08,61331,64033,-4.22,59834,62455,-4.20,1497,1578,-5.13,137.12,134.70,1.80,133.33,131.30,1.55,3.79,3.40,11.47,0,35
กันยายน,ตาก,60.84,55.85,4.99,124862,118287,5.56,162953,153057,6.47,159744,150378,6.23,3209,2679,19.78,537.15,510.18,5.29,521.57,499.02,4.52,15.58,11.16,39.61,0,75
กันยายน,นครสวรรค์,50.43,47.29,3.14,81449,78170,4.19,158087,164988,-4.18,156437,163788,-4.49,1650,1200,37.50,482.78,482.11,0.14,476.99,479.23,-0.47,5.79,2.88,101.04,0,64
กันยายน,พิจิตร,50.04,46.09,3.95,29770,27579,7.94,64819,60563,7.03,64586,60416,6.90,233,147,58.50,115.70,112.38,2.95,115.12,112.08,2.71,0.58,0.30,93.33,0,43
กันยายน,พิษณุโลก,51.62,46.86,4.76,128396,123811,3.70,226273,221539,2.14,215434,212349,1.45,10839,9190,17.94,601.19,612.18,-1.80,565.70,580.93,-2.62,35.49,31.25,13.57,0,41
กันยายน,เพชรบูรณ์,47.58,49.72,-2.14,156003,182439,-14.49,190756,216808,-12.02,188005,213955,-12.13,2751,2853,-3.58,679.74,763.50,-10.97,668.32,751.93,-11.12,11.42,11.57,-1.30,0,66
กันยายน,สุโขทัย,33.81,28.51,5.30,42909,40562,5.79,89562,83747,6.94,63044,66293,-4.90,26518,17454,51.93,253.59,212.57,19.30,167.81,161.05,4.20,85.78,51.52,66.50,0,49
กันยายน,อุตรดิตถ์,43.20,41.46,1.74,44342,41962,5.67,83815,77521,8.12,83306,77160,7.97,509,361,41.00,195.67,163.98,19.33,194.27,163.34,18.94,1.40,0.64,118.75,0,48
กันยายน,อุทัยธานี,49.89,47.59,2.30,27735,28238,-1.78,82946,79312,4.58,82774,79235,4.47,172,77,123.38,139.27,131.40,5.99,138.80,131.25,5.75,0.47,0.15,213.33,0,48
กันยายน,กาฬสินธุ์,51.08,47.30,3.78,23256,21891,6.24,236024,59287,298.10,232374,57508,304.07,3650,1779,105.17,325.30,92.10,253.20,315.93,87.44,261.31,9.37,4.66,101.07,0,29
กันยายน,ขอนแก่น,53.55,50.23,3.32,146293,165706,-11.72,315056,300377,4.89,305395,293465,4.07,9661,6912,39.77,1245.74,1023.41,21.72,1216.04,1003.20,21.22,29.70,20.21,46.96,0,52
กันยายน,นครพนม,68.44,75.95,-7.51,60860,68833,-11.58,167103,175404,-4.73,153183,163848,-6.51,13920,11556,20.46,319.63,330.53,-3.30,286.61,307.67,-6.84,33.02,22.86,44.44,0,39
กันยายน,บึงกาฬ,52.24,55.20,-2.96,31072,34915,-11.01,72648,77229,-5.93,69752,74756,-6.69,2896,2473,17.10,132.76,142.93,-7.12,127.34,137.24,-7.21,5.42,5.69,-4.75,0,29
กันยายน,มหาสารคาม,43.83,46.13,-2.30,22086,25457,-13.24,40409,43546,-7.20,39396,42821,-8.00,1013,725,39.72,74.51,76.94,-3.16,71.95,74.71,-3.69,2.56,2.23,14.80,0,29
กันยายน,เลย,61.66,66.80,-5.14,97384,120445,-19.15,152943,198535,-22.96,149121,196240,-24.01,3822,2295,66.54,372.74,454.38,-17.97,361.21,445.80,-18.97,11.53,8.58,34.38,0,63
กันยายน,สกลนคร,43.92,49.32,-5.40,45812,53362,-14.15,129100,133693,-3.44,127267,131610,-3.30,1833,2083,-12.00,221.10,223.10,-0.90,216.64,216.68,-0.02,4.46,6.42,-30.53,0,45
กันยายน,หนองคาย,61.50,63.03,-1.53,79845,85771,-6.91,282016,245733,14.77,183252,185331,-1.12,98764,60402,63.51,660.98,507.23,30.31,423.28,378.94,11.70,237.70,128.29,85.28,0,30
กันยายน,หนองบัวลำภู,38.99,41.74,-2.75,7752,9084,-14.66,26028,24880,4.61,25765,24703,4.30,263,177,48.59,35.77,31.77,12.59,35.48,31.43,12.89,0.29,0.34,-14.71,0,29
กันยายน,อุดรธานี,65.18,64.68,0.50,136967,160913,-14.88,392343,360582,8.81,307800,285797,7.70,84543,74785,13.05,1121.06,970.54,15.51,828.00,766.00,8.09,293.06,204.54,43.28,0,32
กันยายน,ชัยภูมิ,65.63,64.39,1.24,72702,71098,2.26,153509,114250,34.36,152546,113605,34.28,963,645,49.30,238.62,186.33,28.06,236.14,184.59,27.93,2.48,1.74,42.53,0,47
กันยายน,นครราชสีมา,69.09,73.25,-4.16,390204,430052,-9.27,669258,712251,-6.04,638010,696076,-8.34,31248,16175,93.19,1765.56,1716.07,2.88,1658.47,1662.08,-0.22,107.09,53.99,98.35,1,97
